# onset,offset,note,velocity
0.006883	0.424843	49.000000	23.000000
0.278403	0.853097	56.000000	58.000000
0.283165	0.457314	68.000000	1.000000
0.286385	0.634684	64.000000	1.000000
0.592552	1.422666	44.000000	63.000000
0.720421	1.109355	61.000000	1.000000
0.877178	1.399627	56.000000	45.000000
1.015205	1.473800	64.000000	1.000000
1.162983	1.981487	49.000000	36.000000
1.312235	1.828879	68.000000	1.000000
1.432938	1.653527	56.000000	45.000000
1.514797	1.787632	64.000000	23.000000
1.548471	2.134775	61.000000	1.000000
1.730398	2.125137	44.000000	52.000000
1.993187	2.167337	68.000000	23.000000
1.996815	2.170965	64.000000	1.000000
2.013550	2.147065	56.000000	45.000000
2.186861	2.302961	66.000000	23.000000
2.306385	3.629922	42.000000	23.000000
2.588357	2.930852	61.000000	1.000000
2.591940	2.824140	52.000000	1.000000
2.844911	3.884004	52.000000	1.000000
2.972099	4.208561	58.000000	45.000000
3.255115	3.690489	61.000000	1.000000
3.654616	3.933255	42.000000	23.000000
3.957201	4.206815	44.000000	67.000000
4.230081	4.427450	46.000000	45.000000
4.496226	4.751645	47.000000	36.000000
4.816634	5.124298	63.000000	1.000000
4.817405	5.032190	66.000000	23.000000
4.828244	5.304253	54.000000	52.000000
5.087745	5.732099	42.000000	23.000000
5.193936	5.931169	59.000000	23.000000
5.341691	5.840920	54.000000	45.000000
5.485546	5.909310	63.000000	1.000000
5.610670	6.355500	47.000000	23.000000
5.743890	6.080580	66.000000	1.000000
5.872507	6.389151	54.000000	45.000000
6.009922	6.555591	59.000000	23.000000
6.179605	6.562734	42.000000	1.000000
6.437768	6.716407	54.000000	52.000000
6.573051	6.869106	63.000000	23.000000
6.742688	7.265137	40.000000	1.000000
7.032439	7.891577	64.000000	23.000000
7.038199	7.543233	52.000000	23.000000
7.040534	7.330784	59.000000	23.000000
7.267836	7.836725	40.000000	1.000000
7.320353	7.540942	47.000000	23.000000
7.429786	7.894185	56.000000	45.000000
7.584979	8.090013	52.000000	23.000000
7.698493	7.878448	59.000000	36.000000
7.875410	8.403663	40.000000	1.000000
8.145840	8.807609	52.000000	23.000000
8.161555	8.428584	64.000000	1.000000
8.166634	8.514933	59.000000	1.000000
8.427518	8.961577	40.000000	1.000000
8.718063	9.054752	64.000000	23.000000
8.720285	9.027949	59.000000	36.000000
8.728992	9.054072	58.000000	23.000000
8.984797	9.524661	46.000000	52.000000
9.059559	9.169854	64.000000	23.000000
9.174344	10.207632	64.000000	23.000000
9.263346	9.571010	64.000000	23.000000
9.265478	9.578947	56.000000	36.000000
9.551781	9.853641	46.000000	36.000000
9.681078	10.412507	56.000000	52.000000
9.858063	10.090262	46.000000	45.000000
9.977813	10.622167	61.000000	1.000000
10.116793	10.563777	46.000000	45.000000
10.248561	10.712961	64.000000	23.000000
10.415296	10.989990	56.000000	45.000000
10.566407	10.966951	46.000000	23.000000
