# onset,offset,note,velocity
0.017806	0.551865	75.000000	29.000000
0.552863	0.796672	73.000000	1.000000
0.812772	1.056581	73.000000	1.000000
1.087556	1.586785	73.000000	29.000000
1.630232	1.885652	72.000000	1.000000
1.921751	2.165561	72.000000	1.000000
2.208736	2.464155	72.000000	1.000000
2.490776	2.757806	73.000000	1.000000
2.758554	3.455153	73.000000	1.000000
3.553883	3.809302	75.000000	1.000000
3.811366	4.055176	75.000000	1.000000
4.083611	4.339030	77.000000	1.000000
4.383112	4.922976	75.000000	1.000000
4.946468	5.161253	73.000000	1.000000
5.183974	5.445198	73.000000	1.000000
5.468350	5.950164	73.000000	1.000000
5.993248	6.254473	72.000000	1.000000
6.279507	6.534926	72.000000	1.000000
6.556604	6.829439	72.000000	1.000000
6.845516	7.095130	70.000000	1.000000
7.120119	8.530731	70.000000	1.000000
8.719076	9.044155	67.000000	29.000000
9.044926	9.271321	70.000000	1.000000
9.296241	9.557466	67.000000	58.000000
9.560232	9.809847	66.000000	29.000000
9.838191	10.105221	70.000000	1.000000
10.109869	10.336264	66.000000	1.000000
10.353067	10.672341	65.000000	29.000000
10.676740	10.897330	67.000000	29.000000
10.907715	11.418554	65.000000	29.000000
11.222795	11.391139	63.000000	29.000000
11.391683	11.960572	63.000000	29.000000
11.447488	11.755153	66.000000	1.000000
11.756559	12.041003	65.000000	29.000000
11.981570	12.492409	63.000000	46.000000
12.514949	13.664337	61.000000	29.000000
13.667965	14.619983	60.000000	1.000000
14.705765	15.263044	58.000000	46.000000
15.287897	16.297965	56.000000	46.000000
15.786037	16.854155	58.000000	29.000000
16.351706	17.338554	54.000000	58.000000
16.904314	17.345493	58.000000	46.000000
17.367761	17.704450	54.000000	100.000000
17.708668	18.016332	53.000000	1.000000
17.963770	18.207579	61.000000	1.000000
18.235901	19.356264	61.000000	29.000000
18.529847	19.058101	53.000000	29.000000
19.068033	19.636922	51.000000	29.000000
19.386037	20.535425	61.000000	46.000000
19.661525	20.195584	49.000000	46.000000
20.220527	21.004200	48.000000	29.000000
21.008645	21.269869	49.000000	29.000000
21.273361	21.517171	51.000000	1.000000
21.531570	21.792795	53.000000	29.000000
21.805039	22.577103	51.000000	29.000000
22.603996	22.772341	49.000000	46.000000
22.773702	22.924631	48.000000	29.000000
22.927466	23.751774	49.000000	46.000000
23.763021	24.180980	48.000000	1.000000
24.048010	26.451275	46.000000	29.000000
26.459393	26.743838	45.000000	75.000000
26.747148	26.973543	46.000000	46.000000
26.998327	27.271162	48.000000	29.000000
27.271162	27.422092	48.000000	29.000000
27.427806	27.851570	50.000000	29.000000
27.862364	28.268713	49.000000	1.000000
28.327262	28.623316	48.000000	29.000000
28.624314	28.891343	49.000000	29.000000
28.894971	29.208441	51.000000	1.000000
29.214767	29.464382	53.000000	46.000000
29.481933	29.957942	51.000000	29.000000
29.965470	30.075765	51.000000	1.000000
30.078600	30.154064	49.000000	1.000000
30.156899	30.220754	49.000000	1.000000
30.235924	30.497148	48.000000	1.000000
30.511865	31.411638	49.000000	1.000000
31.438622	31.514087	49.000000	29.000000
31.517647	31.691797	48.000000	29.000000
31.669960	32.407194	46.000000	82.000000
32.479439	32.833543	44.000000	68.000000
32.857556	33.826990	46.000000	29.000000
34.121774	34.382999	64.000000	1.000000
34.385198	34.903200	70.000000	1.000000
34.387965	34.903200	65.000000	1.000000
34.664949	34.903200	61.000000	1.000000
