# onset,offset,note,velocity
0.615513	0.737418	49.000000	43.000000
0.776964	1.067214	52.000000	82.000000
1.092429	1.266579	56.000000	90.000000
1.301726	1.562951	59.000000	63.000000
1.620502	2.189390	58.000000	97.000000
2.533608	2.667123	56.000000	82.000000
2.710570	2.861499	58.000000	82.000000
2.909300	3.216964	59.000000	55.000000
3.263359	3.425898	61.000000	28.000000
3.467599	3.757849	63.000000	76.000000
3.813109	4.062724	66.000000	43.000000
4.124719	4.287259	68.000000	43.000000
4.501250	4.820524	65.000000	43.000000
5.433563	5.683177	64.000000	63.000000
6.540547	6.674062	61.000000	43.000000
6.721885	6.930864	63.000000	70.000000
7.046556	7.214901	64.000000	63.000000
7.355989	7.495309	66.000000	55.000000
7.496669	7.723064	67.000000	43.000000
7.745989	7.914334	70.000000	1.000000
7.956057	8.344991	72.000000	55.000000
8.345241	8.647100	71.000000	28.000000
8.675400	8.895989	70.000000	28.000000
9.061068	9.258438	68.000000	43.000000
9.234878	9.443858	63.000000	55.000000
9.409504	9.548824	61.000000	28.000000
9.550184	9.799799	59.000000	1.000000
9.820456	9.977191	56.000000	82.000000
10.022316	10.144220	54.000000	94.000000
10.146329	10.245014	55.000000	70.000000
10.501341	10.849640	59.000000	55.000000
10.879096	11.088075	61.000000	55.000000
11.746171	11.908710	64.000000	63.000000
11.924288	12.127463	68.000000	28.000000
12.282270	12.433200	71.000000	55.000000
12.642202	12.781522	68.000000	55.000000
12.846941	12.974651	69.000000	55.000000
12.980366	13.241590	70.000000	28.000000
13.240615	13.385740	73.000000	28.000000
13.405241	13.567780	75.000000	43.000000
13.659481	13.752361	76.000000	28.000000
13.755921	13.860411	75.000000	1.000000
13.861794	14.035944	73.000000	1.000000
14.304016	14.449141	73.000000	43.000000
14.449799	14.635558	75.000000	43.000000
14.794152	14.962497	71.000000	55.000000
14.995286	15.343585	66.000000	28.000000
15.189300	15.380864	63.000000	55.000000
15.386034	15.618234	59.000000	55.000000
15.805626	15.956556	57.000000	100.000000
15.960842	16.448461	56.000000	76.000000
16.470411	16.888370	56.000000	94.000000
17.183132	17.316647	56.000000	43.000000
17.339799	17.461703	58.000000	63.000000
17.463064	17.573359	58.000000	55.000000
17.717440	17.868370	61.000000	43.000000
17.890071	18.046805	64.000000	43.000000
18.086307	18.272066	65.000000	43.000000
18.273449	18.546284	65.000000	55.000000
18.546737	18.842792	66.000000	1.000000
18.989277	19.250502	67.000000	63.000000
19.307282	19.458211	64.000000	43.000000
19.504379	19.707554	67.000000	63.000000
19.709118	19.860048	70.000000	28.000000
19.885354	20.111749	73.000000	43.000000
20.218960	20.404719	71.000000	70.000000
20.587826	20.773585	68.000000	43.000000
20.587826	20.715536	68.000000	43.000000
20.782928	21.102202	63.000000	63.000000
20.960819	21.169799	59.000000	55.000000
21.152973	21.408393	56.000000	97.000000
21.542769	21.687894	49.000000	63.000000
21.712474	22.020139	47.000000	43.000000
22.066987	22.223722	47.000000	43.000000
22.403381	22.664606	49.000000	55.000000
22.802520	23.057939	47.000000	55.000000
